,,,,,All Type of Report (All Grades) for 01-Jan-2025 to 28-Mar-2026,,,,
Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-01-2025 to 28-03-2026,Arrival Unit,Min Price 01-01-2025 to 28-03-2026,Modal Price 01-01-2025 to 28-03-2026,Max Price 01-01-2025 to 28-03-2026,Price Unit
Cereals,Ragi(Finger Millet),02-04-2025,4886.00,2.66,Metric Tonnes,3580.74,3731.78,3991.03,Rs./Quintal
Cereals,Rice,02-04-2025,-,11255.06,Metric Tonnes,3232.82,3314.97,3419.24,Rs./Quintal
Cereals,Wheat,02-04-2025,2425.00,251488.23,Metric Tonnes,2334.39,2478.33,2664.55,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),03-04-2025,2775.00,2575.36,Metric Tonnes,2394.88,2511.78,2587.95,Rs./Quintal
Cereals,Barley(Jau),03-04-2025,1980.00,20293.63,Metric Tonnes,1864.74,2006.80,2135.71,Rs./Quintal
Cereals,Foxtail Millet(Navane),03-04-2025,-,12.20,Metric Tonnes,1503.00,2079.00,2479.00,Rs./Quintal
Cereals,Jowar(Sorghum),03-04-2025,3699.00,3838.02,Metric Tonnes,2535.26,2998.89,3346.91,Rs./Quintal
Cereals,Kodo Millet(Varagu),03-04-2025,-,20.24,Metric Tonnes,2529.73,2533.47,2533.47,Rs./Quintal
Cereals,Kutki,03-04-2025,-,24.91,Metric Tonnes,3080.80,3119.28,3119.28,Rs./Quintal
Cereals,Maize,03-04-2025,2400.00,20561.59,Metric Tonnes,1929.60,2102.90,2230.00,Rs./Quintal
Cereals,Paddy(Basmati),03-04-2025,-,1849.90,Metric Tonnes,2491.48,2667.89,2741.59,Rs./Quintal
Cereals,Paddy(Common),03-04-2025,2369.00,32863.78,Metric Tonnes,2023.19,2359.79,2401.23,Rs./Quintal
Cereals,Ragi(Finger Millet),03-04-2025,4886.00,77.43,Metric Tonnes,2994.12,3322.74,3474.72,Rs./Quintal
Cereals,Rice,03-04-2025,-,20742.92,Metric Tonnes,3125.86,3197.14,3281.82,Rs./Quintal
Cereals,Same/Savi,03-04-2025,-,15.00,Metric Tonnes,2000.00,2000.00,2000.00,Rs./Quintal
Cereals,Wheat,03-04-2025,2425.00,249045.83,Metric Tonnes,2308.96,2474.57,2703.73,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),04-04-2025,2775.00,2196.13,Metric Tonnes,2326.15,2434.15,2519.96,Rs./Quintal
Cereals,Barley(Jau),04-04-2025,1980.00,20591.47,Metric Tonnes,1823.53,2001.18,2108.33,Rs./Quintal
Cereals,Foxtail Millet(Navane),04-04-2025,-,22.40,Metric Tonnes,2392.33,2971.99,3021.10,Rs./Quintal
Cereals,Jowar(Sorghum),04-04-2025,3699.00,7017.04,Metric Tonnes,2119.69,2381.80,2610.65,Rs./Quintal
Cereals,Kodo Millet(Varagu),04-04-2025,-,22.02,Metric Tonnes,2289.83,2312.53,2312.53,Rs./Quintal
Cereals,Kutki,04-04-2025,-,5.00,Metric Tonnes,3000.00,3000.00,3000.00,Rs./Quintal
Cereals,Maize,04-04-2025,2400.00,23878.53,Metric Tonnes,1938.18,2080.24,2264.96,Rs./Quintal
Cereals,Paddy(Basmati),04-04-2025,-,5872.40,Metric Tonnes,2110.92,3108.35,3166.89,Rs./Quintal
Cereals,Paddy(Common),04-04-2025,2369.00,30462.92,Metric Tonnes,2112.15,2359.14,2506.46,Rs./Quintal
Cereals,Ragi(Finger Millet),04-04-2025,4886.00,209.19,Metric Tonnes,2666.97,2929.70,3121.52,Rs./Quintal
Cereals,Rice,04-04-2025,-,14378.84,Metric Tonnes,3303.28,3398.61,3530.80,Rs./Quintal
Cereals,Same/Savi,04-04-2025,-,25.00,Metric Tonnes,3300.00,3300.00,3300.00,Rs./Quintal
Cereals,Wheat,04-04-2025,2425.00,252425.27,Metric Tonnes,2314.59,2481.13,2688.41,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),05-04-2025,2775.00,1210.76,Metric Tonnes,2313.46,2449.16,2540.08,Rs./Quintal
Cereals,Barley(Jau),05-04-2025,1980.00,16794.14,Metric Tonnes,1855.79,1994.23,2145.14,Rs./Quintal
Cereals,Foxtail Millet(Navane),05-04-2025,-,2.00,Metric Tonnes,3200.00,3300.00,3500.00,Rs./Quintal
Cereals,Jowar(Sorghum),05-04-2025,3699.00,2310.16,Metric Tonnes,2384.89,3010.27,3575.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),05-04-2025,-,51.55,Metric Tonnes,2290.62,2297.86,2297.86,Rs./Quintal
Cereals,Kutki,05-04-2025,-,2.90,Metric Tonnes,3197.00,3197.00,3197.00,Rs./Quintal
Cereals,Maize,05-04-2025,2400.00,13562.44,Metric Tonnes,1703.76,2037.55,2102.98,Rs./Quintal
Cereals,Paddy(Basmati),05-04-2025,-,1815.30,Metric Tonnes,2549.11,2638.48,2702.87,Rs./Quintal
Cereals,Paddy(Common),05-04-2025,2369.00,14788.78,Metric Tonnes,2212.38,2422.00,2517.50,Rs./Quintal
Cereals,Ragi(Finger Millet),05-04-2025,4886.00,443.20,Metric Tonnes,818.03,2943.81,1036.64,Rs./Quintal
Cereals,Rice,05-04-2025,-,11658.31,Metric Tonnes,3182.24,3280.06,3388.54,Rs./Quintal
Cereals,Wheat,05-04-2025,2425.00,212104.28,Metric Tonnes,2356.22,2479.63,2650.23,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),06-04-2025,2775.00,281.20,Metric Tonnes,2205.46,2252.69,2301.72,Rs./Quintal
Cereals,Barley(Jau),06-04-2025,1980.00,870.76,Metric Tonnes,1931.28,2026.10,2144.86,Rs./Quintal
Cereals,Jowar(Sorghum),06-04-2025,3699.00,15.37,Metric Tonnes,2171.70,2477.81,2678.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),06-04-2025,-,10.00,Metric Tonnes,2250.00,2250.00,2250.00,Rs./Quintal
Cereals,Maize,06-04-2025,2400.00,3276.70,Metric Tonnes,2068.74,2143.85,2179.94,Rs./Quintal
Cereals,Paddy(Basmati),06-04-2025,-,998.40,Metric Tonnes,2602.73,2812.22,2881.79,Rs./Quintal
Cereals,Paddy(Common),06-04-2025,2369.00,4335.87,Metric Tonnes,2212.97,2429.31,2609.46,Rs./Quintal
Cereals,Rice,06-04-2025,-,3515.62,Metric Tonnes,3367.89,3453.55,3543.52,Rs./Quintal
Cereals,Wheat,06-04-2025,2425.00,36205.49,Metric Tonnes,2388.72,2450.19,2493.56,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),07-04-2025,2775.00,1687.04,Metric Tonnes,2349.37,2434.14,2501.60,Rs./Quintal
Cereals,Barley(Jau),07-04-2025,1980.00,20878.37,Metric Tonnes,1860.63,1996.98,2149.39,Rs./Quintal
Cereals,Foxtail Millet(Navane),07-04-2025,-,21.70,Metric Tonnes,1921.81,2554.89,2990.24,Rs./Quintal
Cereals,Jowar(Sorghum),07-04-2025,3699.00,3066.97,Metric Tonnes,2317.86,2847.17,3225.55,Rs./Quintal
Cereals,Kodo Millet(Varagu),07-04-2025,-,22.99,Metric Tonnes,2249.10,2249.10,2249.10,Rs./Quintal
Cereals,Kutki,07-04-2025,-,3.04,Metric Tonnes,3197.00,3197.00,3197.00,Rs./Quintal
Cereals,Maize,07-04-2025,2400.00,30006.10,Metric Tonnes,1827.97,2048.81,2171.40,Rs./Quintal
Cereals,Paddy(Basmati),07-04-2025,-,3256.60,Metric Tonnes,2135.30,2723.53,2839.08,Rs./Quintal
Cereals,Paddy(Common),07-04-2025,2369.00,60083.51,Metric Tonnes,1951.72,2086.37,2287.31,Rs./Quintal
Cereals,Ragi(Finger Millet),07-04-2025,4886.00,260.17,Metric Tonnes,2477.32,2930.48,3092.94,Rs./Quintal
Cereals,Rice,07-04-2025,-,13702.63,Metric Tonnes,3163.59,3293.56,3420.17,Rs./Quintal
Cereals,Wheat,07-04-2025,2425.00,237861.33,Metric Tonnes,2370.30,2499.18,2651.04,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),08-04-2025,2775.00,1533.10,Metric Tonnes,2325.52,2429.38,2515.37,Rs./Quintal
Cereals,Barley(Jau),08-04-2025,1980.00,12511.05,Metric Tonnes,1880.28,2033.13,2145.51,Rs./Quintal
Cereals,Foxtail Millet(Navane),08-04-2025,-,17.60,Metric Tonnes,1479.00,1779.00,2639.00,Rs./Quintal
Cereals,Jaee,08-04-2025,-,76.00,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),08-04-2025,3699.00,2809.43,Metric Tonnes,2378.01,3017.48,3418.35,Rs./Quintal
Cereals,Kodo Millet(Varagu),08-04-2025,-,66.50,Metric Tonnes,2256.77,2281.73,2283.23,Rs./Quintal
Cereals,Maize,08-04-2025,2400.00,21303.98,Metric Tonnes,1836.30,2028.55,2172.42,Rs./Quintal
Cereals,Paddy(Basmati),08-04-2025,-,3242.90,Metric Tonnes,2172.22,3102.45,3152.59,Rs./Quintal
Cereals,Paddy(Common),08-04-2025,2369.00,24579.37,Metric Tonnes,2068.81,2243.68,2379.19,Rs./Quintal
Cereals,Ragi(Finger Millet),08-04-2025,4886.00,270.03,Metric Tonnes,2653.34,2945.53,3051.92,Rs./Quintal
Cereals,Rice,08-04-2025,-,12867.55,Metric Tonnes,3146.02,3343.18,3498.82,Rs./Quintal
Cereals,Wheat,08-04-2025,2425.00,296859.88,Metric Tonnes,2343.99,2482.19,2629.37,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),09-04-2025,2775.00,1209.07,Metric Tonnes,2296.11,2421.66,2522.36,Rs./Quintal
Cereals,Barley(Jau),09-04-2025,1980.00,7995.89,Metric Tonnes,1825.79,2042.61,2165.19,Rs./Quintal
Cereals,Foxtail Millet(Navane),09-04-2025,-,7.90,Metric Tonnes,1789.00,1879.00,2569.00,Rs./Quintal
Cereals,Jaee,09-04-2025,-,72.88,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),09-04-2025,3699.00,2051.11,Metric Tonnes,2284.34,2827.30,3159.72,Rs./Quintal
Cereals,Kodo Millet(Varagu),09-04-2025,-,143.19,Metric Tonnes,2261.94,2271.73,2271.73,Rs./Quintal
Cereals,Kutki,09-04-2025,-,25.52,Metric Tonnes,3241.89,3241.89,3241.89,Rs./Quintal
Cereals,Maize,09-04-2025,2400.00,24882.46,Metric Tonnes,1774.67,1986.03,2151.97,Rs./Quintal
Cereals,Paddy(Basmati),09-04-2025,-,1550.40,Metric Tonnes,2377.76,2475.25,2547.78,Rs./Quintal
Cereals,Paddy(Common),09-04-2025,2369.00,25578.81,Metric Tonnes,2091.47,2376.32,2447.47,Rs./Quintal
Cereals,Ragi(Finger Millet),09-04-2025,4886.00,313.46,Metric Tonnes,2758.51,3012.47,3182.20,Rs./Quintal
Cereals,Rice,09-04-2025,-,13062.10,Metric Tonnes,3223.49,3343.40,3481.96,Rs./Quintal
Cereals,Same/Savi,09-04-2025,-,0.65,Metric Tonnes,2000.00,2024.00,2024.00,Rs./Quintal
Cereals,Wheat,09-04-2025,2425.00,375571.15,Metric Tonnes,2366.55,2475.25,2602.56,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),10-04-2025,2775.00,641.22,Metric Tonnes,2321.39,2417.08,2516.95,Rs./Quintal
Cereals,Barley(Jau),10-04-2025,1980.00,11238.21,Metric Tonnes,1880.00,2012.47,2142.60,Rs./Quintal
Cereals,Foxtail Millet(Navane),10-04-2025,-,22.50,Metric Tonnes,2378.20,2718.20,3107.53,Rs./Quintal
Cereals,Hybrid Cumbu,10-04-2025,-,0.10,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jaee,10-04-2025,-,48.22,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),10-04-2025,3699.00,683.62,Metric Tonnes,2792.90,3654.78,4315.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),10-04-2025,-,71.10,Metric Tonnes,2137.72,2212.66,2229.75,Rs./Quintal
Cereals,Maize,10-04-2025,2400.00,8071.32,Metric Tonnes,1985.20,2116.93,2261.68,Rs./Quintal
Cereals,Paddy(Basmati),10-04-2025,-,1917.60,Metric Tonnes,2519.09,2597.38,2662.82,Rs./Quintal
Cereals,Paddy(Common),10-04-2025,2369.00,16634.41,Metric Tonnes,2124.85,2267.99,2336.46,Rs./Quintal
Cereals,Ragi(Finger Millet),10-04-2025,4886.00,0.20,Metric Tonnes,4500.00,4850.00,5200.00,Rs./Quintal
Cereals,Rice,10-04-2025,-,9337.24,Metric Tonnes,3285.44,3385.03,3544.16,Rs./Quintal
Cereals,Same/Savi,10-04-2025,-,25.00,Metric Tonnes,2100.00,2100.00,2100.00,Rs./Quintal
Cereals,Wheat,10-04-2025,2425.00,264556.78,Metric Tonnes,2411.46,2444.74,2479.79,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),11-04-2025,2775.00,1532.41,Metric Tonnes,2305.70,2392.57,2463.23,Rs./Quintal
Cereals,Barley(Jau),11-04-2025,1980.00,9101.23,Metric Tonnes,1915.75,2037.18,2140.83,Rs./Quintal
Cereals,Foxtail Millet(Navane),11-04-2025,-,6.90,Metric Tonnes,1639.00,2751.00,2751.00,Rs./Quintal
Cereals,Hybrid Cumbu,11-04-2025,-,0.10,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jaee,11-04-2025,-,73.70,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),11-04-2025,3699.00,2534.92,Metric Tonnes,2333.18,2835.74,3158.81,Rs./Quintal
Cereals,Kodo Millet(Varagu),11-04-2025,-,227.21,Metric Tonnes,2274.17,2349.51,2368.76,Rs./Quintal
Cereals,Kutki,11-04-2025,-,13.21,Metric Tonnes,3220.00,3240.00,3240.00,Rs./Quintal
Cereals,Maize,11-04-2025,2400.00,31971.68,Metric Tonnes,1740.70,2021.10,2177.48,Rs./Quintal
Cereals,Paddy(Basmati),11-04-2025,-,2009.90,Metric Tonnes,2388.70,2465.88,2529.12,Rs./Quintal
Cereals,Paddy(Common),11-04-2025,2369.00,23905.71,Metric Tonnes,2164.60,2349.89,2449.02,Rs./Quintal
Cereals,Ragi(Finger Millet),11-04-2025,4886.00,308.63,Metric Tonnes,2606.73,3021.19,3504.41,Rs./Quintal
Cereals,Rice,11-04-2025,-,13257.82,Metric Tonnes,3347.99,3473.37,3580.02,Rs./Quintal
Cereals,Same/Savi,11-04-2025,-,8.67,Metric Tonnes,2206.77,2467.98,2485.51,Rs./Quintal
Cereals,Wheat,11-04-2025,2425.00,502000.15,Metric Tonnes,2371.60,2459.37,2548.19,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),12-04-2025,2775.00,750.35,Metric Tonnes,2297.69,2360.89,2419.19,Rs./Quintal
Cereals,Barley(Jau),12-04-2025,1980.00,6701.59,Metric Tonnes,1915.94,2028.86,2129.06,Rs./Quintal
Cereals,Foxtail Millet(Navane),12-04-2025,-,1.70,Metric Tonnes,2039.00,2729.00,2796.00,Rs./Quintal
Cereals,Jaee,12-04-2025,-,71.36,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),12-04-2025,3699.00,1070.39,Metric Tonnes,2409.36,2640.80,2957.54,Rs./Quintal
Cereals,Kodo Millet(Varagu),12-04-2025,-,114.43,Metric Tonnes,2134.74,2420.16,2420.16,Rs./Quintal
Cereals,Kutki,12-04-2025,-,25.46,Metric Tonnes,3308.23,3310.22,3310.22,Rs./Quintal
Cereals,Maize,12-04-2025,2400.00,8977.83,Metric Tonnes,1486.87,2167.21,2215.70,Rs./Quintal
Cereals,Paddy(Basmati),12-04-2025,-,438.80,Metric Tonnes,2516.21,2560.11,2595.21,Rs./Quintal
Cereals,Paddy(Common),12-04-2025,2369.00,14712.54,Metric Tonnes,1888.21,2273.42,2098.66,Rs./Quintal
Cereals,Ragi(Finger Millet),12-04-2025,4886.00,0.30,Metric Tonnes,4400.00,4700.00,5000.00,Rs./Quintal
Cereals,Rice,12-04-2025,-,7353.20,Metric Tonnes,3255.37,3350.87,3520.19,Rs./Quintal
Cereals,Same/Savi,12-04-2025,-,2.57,Metric Tonnes,2173.00,2173.00,2173.00,Rs./Quintal
Cereals,Wheat,12-04-2025,2425.00,280588.53,Metric Tonnes,2401.51,2441.90,2555.61,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),13-04-2025,2775.00,199.38,Metric Tonnes,2169.28,2233.98,2334.12,Rs./Quintal
Cereals,Barley(Jau),13-04-2025,1980.00,1225.10,Metric Tonnes,1977.77,2065.94,2146.98,Rs./Quintal
Cereals,Jaee,13-04-2025,-,56.00,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),13-04-2025,3699.00,76.42,Metric Tonnes,2402.49,2737.61,3044.46,Rs./Quintal
Cereals,Kodo Millet(Varagu),13-04-2025,-,34.00,Metric Tonnes,2250.00,2250.00,2250.00,Rs./Quintal
Cereals,Maize,13-04-2025,2400.00,7338.85,Metric Tonnes,1735.01,1994.86,2111.64,Rs./Quintal
Cereals,Paddy(Basmati),13-04-2025,-,312.50,Metric Tonnes,2405.64,2462.96,2512.60,Rs./Quintal
Cereals,Paddy(Common),13-04-2025,2369.00,2446.76,Metric Tonnes,2224.61,2299.08,2324.04,Rs./Quintal
Cereals,Rice,13-04-2025,-,4758.00,Metric Tonnes,3258.19,3343.80,3648.51,Rs./Quintal
Cereals,Wheat,13-04-2025,2425.00,126003.16,Metric Tonnes,2411.05,2433.63,2450.92,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),14-04-2025,2775.00,658.84,Metric Tonnes,2306.17,2379.47,2460.69,Rs./Quintal
Cereals,Barley(Jau),14-04-2025,1980.00,7306.43,Metric Tonnes,1923.90,2063.58,2175.86,Rs./Quintal
Cereals,Foxtail Millet(Navane),14-04-2025,-,3.00,Metric Tonnes,3150.00,3150.00,3150.00,Rs./Quintal
Cereals,Jaee,14-04-2025,-,84.83,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),14-04-2025,3699.00,349.66,Metric Tonnes,3532.08,3747.39,4132.03,Rs./Quintal
Cereals,Kodo Millet(Varagu),14-04-2025,-,39.80,Metric Tonnes,2340.00,2350.00,2350.00,Rs./Quintal
Cereals,Maize,14-04-2025,2400.00,10334.87,Metric Tonnes,1961.60,2143.37,2207.52,Rs./Quintal
Cereals,Paddy(Basmati),14-04-2025,-,1833.70,Metric Tonnes,2377.82,2727.26,2776.08,Rs./Quintal
Cereals,Paddy(Common),14-04-2025,2369.00,7987.31,Metric Tonnes,2295.38,2430.03,2562.82,Rs./Quintal
Cereals,Ragi(Finger Millet),14-04-2025,4886.00,0.30,Metric Tonnes,4400.00,4800.00,5200.00,Rs./Quintal
Cereals,Rice,14-04-2025,-,11329.57,Metric Tonnes,3227.87,3317.80,3438.23,Rs./Quintal
Cereals,Wheat,14-04-2025,2425.00,507271.67,Metric Tonnes,2416.45,2436.07,2451.11,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),15-04-2025,2775.00,1507.75,Metric Tonnes,2301.79,2438.47,2528.95,Rs./Quintal
Cereals,Barley(Jau),15-04-2025,1980.00,6478.83,Metric Tonnes,1985.03,2083.44,2176.51,Rs./Quintal
Cereals,Foxtail Millet(Navane),15-04-2025,-,2.40,Metric Tonnes,1709.00,2019.00,2029.00,Rs./Quintal
Cereals,Jaee,15-04-2025,-,136.12,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),15-04-2025,3699.00,4516.08,Metric Tonnes,2174.84,2491.50,2769.90,Rs./Quintal
Cereals,Kodo Millet(Varagu),15-04-2025,-,77.21,Metric Tonnes,2276.96,2319.96,2319.96,Rs./Quintal
Cereals,Kutki,15-04-2025,-,4.53,Metric Tonnes,3499.54,3499.54,3499.54,Rs./Quintal
Cereals,Maize,15-04-2025,2400.00,38301.91,Metric Tonnes,1802.97,2073.74,2216.86,Rs./Quintal
Cereals,Paddy(Basmati),15-04-2025,-,2768.80,Metric Tonnes,2269.78,2797.94,2873.52,Rs./Quintal
Cereals,Paddy(Common),15-04-2025,2369.00,53928.43,Metric Tonnes,1925.78,2132.07,2247.45,Rs./Quintal
Cereals,Ragi(Finger Millet),15-04-2025,4886.00,279.47,Metric Tonnes,2818.78,3076.30,3126.02,Rs./Quintal
Cereals,Rice,15-04-2025,-,13982.67,Metric Tonnes,3213.64,3401.39,3560.79,Rs./Quintal
Cereals,Same/Savi,15-04-2025,-,28.56,Metric Tonnes,3155.46,3169.94,3173.44,Rs./Quintal
Cereals,Wheat,15-04-2025,2425.00,734960.57,Metric Tonnes,2393.18,2448.84,2628.47,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),16-04-2025,2775.00,1344.96,Metric Tonnes,2326.04,2452.82,2543.70,Rs./Quintal
Cereals,Barley(Jau),16-04-2025,1980.00,6019.97,Metric Tonnes,2020.78,2118.35,2193.85,Rs./Quintal
Cereals,Foxtail Millet(Navane),16-04-2025,-,3.10,Metric Tonnes,2037.94,2406.42,2415.45,Rs./Quintal
Cereals,Jaee,16-04-2025,-,101.97,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),16-04-2025,3699.00,1802.96,Metric Tonnes,2266.98,2788.01,3360.32,Rs./Quintal
Cereals,Kodo Millet(Varagu),16-04-2025,-,97.69,Metric Tonnes,2272.19,2272.19,2272.19,Rs./Quintal
Cereals,Maize,16-04-2025,2400.00,30761.68,Metric Tonnes,1774.69,2014.73,2227.39,Rs./Quintal
Cereals,Paddy(Basmati),16-04-2025,-,905.10,Metric Tonnes,2400.84,2476.10,2551.44,Rs./Quintal
Cereals,Paddy(Common),16-04-2025,2369.00,23294.33,Metric Tonnes,1866.43,2303.90,2165.68,Rs./Quintal
Cereals,Ragi(Finger Millet),16-04-2025,4886.00,405.25,Metric Tonnes,1330.11,3105.98,3536.65,Rs./Quintal
Cereals,Rice,16-04-2025,-,12552.29,Metric Tonnes,3206.13,3321.07,3425.47,Rs./Quintal
Cereals,Wheat,16-04-2025,2425.00,769739.10,Metric Tonnes,2397.14,2450.46,2521.66,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),17-04-2025,2775.00,1218.81,Metric Tonnes,2304.34,2446.25,2524.11,Rs./Quintal
Cereals,Barley(Jau),17-04-2025,1980.00,5259.45,Metric Tonnes,2053.45,2142.80,2205.10,Rs./Quintal
Cereals,Foxtail Millet(Navane),17-04-2025,-,9.70,Metric Tonnes,1843.32,1843.32,2868.48,Rs./Quintal
Cereals,Jaee,17-04-2025,-,116.63,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),17-04-2025,3699.00,1670.74,Metric Tonnes,2441.94,2965.66,3411.17,Rs./Quintal
Cereals,Kutki,17-04-2025,-,11.00,Metric Tonnes,3400.00,3400.00,3400.00,Rs./Quintal
Cereals,Maize,17-04-2025,2400.00,28958.25,Metric Tonnes,1654.13,1982.71,2195.13,Rs./Quintal
Cereals,Paddy(Basmati),17-04-2025,-,843.00,Metric Tonnes,2365.62,2484.37,2589.05,Rs./Quintal
Cereals,Paddy(Common),17-04-2025,2369.00,28319.98,Metric Tonnes,1932.44,2256.13,2229.29,Rs./Quintal
Cereals,Ragi(Finger Millet),17-04-2025,4886.00,230.42,Metric Tonnes,2971.38,3131.73,3312.92,Rs./Quintal
Cereals,Rice,17-04-2025,-,12522.03,Metric Tonnes,3164.96,3257.75,3451.62,Rs./Quintal
Cereals,Wheat,17-04-2025,2425.00,762954.33,Metric Tonnes,2403.62,2446.22,2494.08,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),18-04-2025,2775.00,1293.62,Metric Tonnes,2249.35,2339.91,2409.18,Rs./Quintal
Cereals,Barley(Jau),18-04-2025,1980.00,3971.44,Metric Tonnes,2068.64,2168.37,2235.16,Rs./Quintal
Cereals,Foxtail Millet(Navane),18-04-2025,-,4.00,Metric Tonnes,4000.00,4000.00,4000.00,Rs./Quintal
Cereals,Jaee,18-04-2025,-,83.78,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),18-04-2025,3699.00,442.19,Metric Tonnes,2917.90,3765.24,4229.84,Rs./Quintal
Cereals,Kodo Millet(Varagu),18-04-2025,-,75.00,Metric Tonnes,2402.40,2408.40,2408.40,Rs./Quintal
Cereals,Kutki,18-04-2025,-,12.00,Metric Tonnes,3325.00,3326.00,3326.00,Rs./Quintal
Cereals,Maize,18-04-2025,2400.00,12348.04,Metric Tonnes,1980.29,2147.30,2226.28,Rs./Quintal
Cereals,Paddy(Basmati),18-04-2025,-,1177.30,Metric Tonnes,2450.97,2544.62,2624.13,Rs./Quintal
Cereals,Paddy(Common),18-04-2025,2369.00,12317.52,Metric Tonnes,2260.14,2388.42,2489.27,Rs./Quintal
Cereals,Ragi(Finger Millet),18-04-2025,4886.00,0.20,Metric Tonnes,4300.00,4650.00,5000.00,Rs./Quintal
Cereals,Rice,18-04-2025,-,10279.16,Metric Tonnes,3343.22,3425.37,3503.37,Rs./Quintal
Cereals,Wheat,18-04-2025,2425.00,774271.69,Metric Tonnes,2415.51,2435.55,2453.55,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),19-04-2025,2775.00,1369.22,Metric Tonnes,2294.52,2429.39,2521.00,Rs./Quintal
Cereals,Barley(Jau),19-04-2025,1980.00,4442.65,Metric Tonnes,2076.75,2174.04,2242.99,Rs./Quintal
Cereals,Foxtail Millet(Navane),19-04-2025,-,10.70,Metric Tonnes,2289.45,2329.75,3142.93,Rs./Quintal
Cereals,Jaee,19-04-2025,-,91.52,Metric Tonnes,2700.00,2700.00,2700.00,Rs./Quintal
Cereals,Jowar(Sorghum),19-04-2025,3699.00,2152.41,Metric Tonnes,2377.49,2908.82,3396.37,Rs./Quintal
Cereals,Kodo Millet(Varagu),19-04-2025,-,75.28,Metric Tonnes,2229.91,2300.05,2300.05,Rs./Quintal
Cereals,Kutki,19-04-2025,-,51.42,Metric Tonnes,3089.62,3112.73,3112.73,Rs./Quintal
Cereals,Maize,19-04-2025,2400.00,32802.79,Metric Tonnes,1715.77,2061.87,2189.15,Rs./Quintal
Cereals,Paddy(Basmati),19-04-2025,-,1062.00,Metric Tonnes,2413.78,2524.47,2587.79,Rs./Quintal
Cereals,Paddy(Common),19-04-2025,2369.00,32748.89,Metric Tonnes,1897.70,2178.42,2179.38,Rs./Quintal
Cereals,Ragi(Finger Millet),19-04-2025,4886.00,321.30,Metric Tonnes,2707.10,3075.20,3241.41,Rs./Quintal
Cereals,Rice,19-04-2025,-,13475.53,Metric Tonnes,3184.82,3322.23,3519.40,Rs./Quintal
Cereals,Same/Savi,19-04-2025,-,1.00,Metric Tonnes,2960.00,2960.00,2960.00,Rs./Quintal
Cereals,Wheat,19-04-2025,2425.00,814490.02,Metric Tonnes,2412.28,2443.12,2479.59,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),20-04-2025,2775.00,371.80,Metric Tonnes,2212.59,2285.85,2384.16,Rs./Quintal
Cereals,Barley(Jau),20-04-2025,1980.00,560.05,Metric Tonnes,2118.00,2168.74,2210.91,Rs./Quintal
Cereals,Jowar(Sorghum),20-04-2025,3699.00,62.50,Metric Tonnes,2304.92,2454.90,2608.34,Rs./Quintal
Cereals,Kodo Millet(Varagu),20-04-2025,-,61.60,Metric Tonnes,2292.37,2301.56,2301.56,Rs./Quintal
